Part Number;Product Image;Package;Dimensions(mm);Carrier Frequency(kHz);AGC;Transmission DistanceTyp.(m);Detection Threshold /Sensitivity Typ.;Half ViewingAngle(°);Supply CurrentTyp.(mA);Pinning;Recommended for RemoteControl Code;Application;Mounting;Image path;Datasheet part;3d model part
TSOP34338;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC3;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";r-map;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34338\TSOP34338.pdf;Datasheet\/ir-receiver-modules/TSOP34338\TSOP34338.zip
TSOP34338;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC3;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";XMP;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34338\TSOP34338.pdf;Datasheet\/ir-receiver-modules/TSOP34338\TSOP34338.zip
TSOP34340;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC3;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34340\TSOP34340.pdf;Datasheet\/ir-receiver-modules/TSOP34340\TSOP34340.zip
TSOP34356;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC3;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34356\TSOP34356.pdf;Datasheet\/ir-receiver-modules/TSOP34356\TSOP34356.zip
TSOP34430;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34430\TSOP34430.pdf;Datasheet\/ir-receiver-modules/TSOP34430\TSOP34430.zip
TSOP34433;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34433\TSOP34433.pdf;Datasheet\/ir-receiver-modules/TSOP34433\TSOP34433.zip
TSOP34436;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RC-5;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.pdf;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.zip
TSOP34436;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RC-6;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.pdf;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.zip
TSOP34436;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Panasonic;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.pdf;Datasheet\/ir-receiver-modules/TSOP34436\TSOP34436.zip
TSOP34438;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;NEC;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.pdf;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.zip
TSOP34438;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sharp;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.pdf;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.zip
TSOP34438;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Mitsubishi;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.pdf;Datasheet\/ir-receiver-modules/TSOP34438\TSOP34438.zip
TSOP34440;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34440\TSOP34440.pdf;Datasheet\/ir-receiver-modules/TSOP34440\TSOP34440.zip
TSOP34456;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC4;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Thomson RCA;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34456\TSOP34456.pdf;Datasheet\/ir-receiver-modules/TSOP34456\TSOP34456.zip
TSOP34530;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34530\TSOP34530.pdf;Datasheet\/ir-receiver-modules/TSOP34530\TSOP34530.zip
TSOP34533;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34533\TSOP34533.pdf;Datasheet\/ir-receiver-modules/TSOP34533\TSOP34533.zip
TSOP34536;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34536\TSOP34536.pdf;Datasheet\/ir-receiver-modules/TSOP34536\TSOP34536.zip
TSOP34538;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34538\TSOP34538.pdf;Datasheet\/ir-receiver-modules/TSOP34538\TSOP34538.zip
TSOP34540;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34540\TSOP34540.pdf;Datasheet\/ir-receiver-modules/TSOP34540\TSOP34540.zip
TSOP34556;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC5;39;0.05;± 45;0.35;"1 = OUT,
2 = GND, 3 = VS";;Remote control;Leaded;image/ir-receiver-modules/82490.png;Datasheet\/ir-receiver-modules/TSOP34556\TSOP34556.pdf;Datasheet\/ir-receiver-modules/TSOP34556\TSOP34556.zip
TSOP34830;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;30;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34830\TSOP34830.pdf;Datasheet\/ir-receiver-modules/TSOP34830\TSOP34830.zip
TSOP34833;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;33;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34833\TSOP34833.pdf;Datasheet\/ir-receiver-modules/TSOP34833\TSOP34833.zip
TSOP34836;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34836\TSOP34836.pdf;Datasheet\/ir-receiver-modules/TSOP34836\TSOP34836.zip
TSOP34838;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;38;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34838\TSOP34838.pdf;Datasheet\/ir-receiver-modules/TSOP34838\TSOP34838.zip
TSOP34840;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34840\TSOP34840.pdf;Datasheet\/ir-receiver-modules/TSOP34840\TSOP34840.zip
TSOP34856;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;56;AGC2;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;;Remote control;Leaded;image/ir-receiver-modules/82489.png;Datasheet\/ir-receiver-modules/TSOP34856\TSOP34856.pdf;Datasheet\/ir-receiver-modules/TSOP34856\TSOP34856.zip
TSOP34G36;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;36;;30;0.15;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;RCMM;Remote control;Leaded;image/ir-receiver-modules/82903.png;Datasheet\/ir-receiver-modules/TSOP34G36\TSOP34G36.pdf;None
TSOP34S40F;Enlarge;Mold;6.0 W x 6.95 H x 5.6 D;40;AGC-S;39;0.05;± 45;0.35;1 = OUT, 2 = GND, 3 = VS;Sony 12 bit, 15 bit, and 20 bit IR-codes;;Leaded;image/ir-receiver-modules/82669.png;Datasheet\/ir-receiver-modules/TSOP34S40F\TSOP34S40F.pdf;Datasheet\/ir-receiver-modules/TSOP34S40F\TSOP34S40F.zip
TSOP36130;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36130\TSOP36130.pdf;Datasheet\/ir-receiver-modules/TSOP36130\TSOP36130.zip
TSOP36133;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36133\TSOP36133.pdf;Datasheet\/ir-receiver-modules/TSOP36133\TSOP36133.zip
TSOP36136;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36136\TSOP36136.pdf;Datasheet\/ir-receiver-modules/TSOP36136\TSOP36136.zip
TSOP36138;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36138\TSOP36138.pdf;Datasheet\/ir-receiver-modules/TSOP36138\TSOP36138.zip
TSOP36140;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36140\TSOP36140.pdf;Datasheet\/ir-receiver-modules/TSOP36140\TSOP36140.zip
TSOP36156;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC1;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36156\TSOP36156.pdf;Datasheet\/ir-receiver-modules/TSOP36156\TSOP36156.zip
TSOP36230;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36230\TSOP36230.pdf;Datasheet\/ir-receiver-modules/TSOP36230\TSOP36230.zip
TSOP36233;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36233\TSOP36233.pdf;Datasheet\/ir-receiver-modules/TSOP36233\TSOP36233.zip
TSOP36236;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36236\TSOP36236.pdf;Datasheet\/ir-receiver-modules/TSOP36236\TSOP36236.zip
TSOP36238;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36238\TSOP36238.pdf;Datasheet\/ir-receiver-modules/TSOP36238\TSOP36238.zip
TSOP36240;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36240\TSOP36240.pdf;Datasheet\/ir-receiver-modules/TSOP36240\TSOP36240.zip
TSOP36256;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC2;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36256\TSOP36256.pdf;Datasheet\/ir-receiver-modules/TSOP36256\TSOP36256.zip
TSOP36330;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36330\TSOP36330.pdf;Datasheet\/ir-receiver-modules/TSOP36330\TSOP36330.zip
TSOP36333;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36333\TSOP36333.pdf;Datasheet\/ir-receiver-modules/TSOP36333\TSOP36333.zip
TSOP36336;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;MCIR;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36336\TSOP36336.pdf;Datasheet\/ir-receiver-modules/TSOP36336\TSOP36336.zip
TSOP36336;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RCMM;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36336\TSOP36336.pdf;Datasheet\/ir-receiver-modules/TSOP36336\TSOP36336.zip
TSOP36338;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RECS-80 Code;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.pdf;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.zip
TSOP36338;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;r-map;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.pdf;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.zip
TSOP36338;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;XMP;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.pdf;Datasheet\/ir-receiver-modules/TSOP36338\TSOP36338.zip
TSOP36340;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36340\TSOP36340.pdf;Datasheet\/ir-receiver-modules/TSOP36340\TSOP36340.zip
TSOP36356;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC3;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36356\TSOP36356.pdf;Datasheet\/ir-receiver-modules/TSOP36356\TSOP36356.zip
TSOP36430;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36430\TSOP36430.pdf;Datasheet\/ir-receiver-modules/TSOP36430\TSOP36430.zip
TSOP36433;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36433\TSOP36433.pdf;Datasheet\/ir-receiver-modules/TSOP36433\TSOP36433.zip
TSOP36436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RC-5;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.pdf;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.zip
TSOP36436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;RC-6;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.pdf;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.zip
TSOP36436;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Panasonic;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.pdf;Datasheet\/ir-receiver-modules/TSOP36436\TSOP36436.zip
TSOP36438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;NEC;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.pdf;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.zip
TSOP36438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Sharp;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.pdf;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.zip
TSOP36438;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Mitsubishi;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.pdf;Datasheet\/ir-receiver-modules/TSOP36438\TSOP36438.zip
TSOP36440;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36440\TSOP36440.pdf;Datasheet\/ir-receiver-modules/TSOP36440\TSOP36440.zip
TSOP36456;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC4;30;0.08;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;Thomson RCA;Remote control;SMD;image/ir-receiver-modules/82568.png;Datasheet\/ir-receiver-modules/TSOP36456\TSOP36456.pdf;Datasheet\/ir-receiver-modules/TSOP36456\TSOP36456.zip
TSOP36530;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;30;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36530\TSOP36530.pdf;Datasheet\/ir-receiver-modules/TSOP36530\TSOP36530.zip
TSOP36533;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;33;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36533\TSOP36533.pdf;Datasheet\/ir-receiver-modules/TSOP36533\TSOP36533.zip
TSOP36536;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;36;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36536\TSOP36536.pdf;Datasheet\/ir-receiver-modules/TSOP36536\TSOP36536.zip
TSOP36538;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;38;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36538\TSOP36538.pdf;Datasheet\/ir-receiver-modules/TSOP36538\TSOP36538.zip
TSOP36540;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;40;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36540\TSOP36540.pdf;Datasheet\/ir-receiver-modules/TSOP36540\TSOP36540.zip
TSOP36556;Enlarge;Panhead;7.5 W x 5.3 H x 4.0 D;56;AGC5;26;0.1;± 50;0.35;1 = GND, 2 = N.C., 3 = VS, 4 = OUT;;Remote control;SMD;image/ir-receiver-modules/82567.png;Datasheet\/ir-receiver-modules/TSOP36556\TSOP36556.pdf;Datasheet\/ir-receiver-modules/TSOP36556\TSOP36556.zip
TSOP37236;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;36;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82599.png;Datasheet\/ir-receiver-modules/TSOP37236\TSOP37236.pdf;Datasheet\/ir-receiver-modules/TSOP37236\TSOP37236.zip
TSOP37236H;Enlarge;Belobog shield;4.3 W x 4.3 H x 1.0 D;36;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82622.png;Datasheet\/ir-receiver-modules/TSOP37236H\TSOP37236H.pdf;Datasheet\/ir-receiver-modules/TSOP37236H\TSOP37236H.zip
TSOP37238;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;38;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82599.png;Datasheet\/ir-receiver-modules/TSOP37238\TSOP37238.pdf;Datasheet\/ir-receiver-modules/TSOP37238\TSOP37238.zip
TSOP37238H;Enlarge;Belobog shield;4.3 W x 4.3 H x 1.0 D;38;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82622.png;Datasheet\/ir-receiver-modules/TSOP37238H\TSOP37238H.pdf;Datasheet\/ir-receiver-modules/TSOP37238H\TSOP37238H.zip
TSOP37240;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;40;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82599.png;Datasheet\/ir-receiver-modules/TSOP37240\TSOP37240.pdf;Datasheet\/ir-receiver-modules/TSOP37240\TSOP37240.zip
TSOP37240H;Enlarge;Belobog shield;4.3 W x 4.3 H x 1.0 D;40;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82622.png;Datasheet\/ir-receiver-modules/TSOP37240H\TSOP37240H.pdf;Datasheet\/ir-receiver-modules/TSOP37240H\TSOP37240H.zip
TSOP37256;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;56;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82599.png;Datasheet\/ir-receiver-modules/TSOP37256\TSOP37256.pdf;Datasheet\/ir-receiver-modules/TSOP37256\TSOP37256.zip
TSOP37256H;Enlarge;Belobog shield;4.3 W x 4.3 H x 1.0 D;56;AGC2;18;0.2;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82622.png;Datasheet\/ir-receiver-modules/TSOP37256H\TSOP37256H.pdf;Datasheet\/ir-receiver-modules/TSOP37256H\TSOP37256H.zip
TSOP37333;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;33;AGC3;15;0.25;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;;Remote control;SMD;image/ir-receiver-modules/82446.png;Datasheet\/ir-receiver-modules/TSOP37333\TSOP37333.pdf;Datasheet\/ir-receiver-modules/TSOP37333\TSOP37333.zip
TSOP37336;Enlarge;Belobog;3.95 W x 3.95 H x 0.8 D;36;AGC3;15;0.25;± 75;0.35;1 = OUT, 2, 3, 6, 7, 8 = GND, 4, 5 = VS;MCIR;Remote control;SMD;image/ir-receiver-modules/82446.png;Datasheet\/ir-receiver-modules/TSOP37336\TSOP37336.pdf;Datasheet\/ir-receiver-modules/TSOP37336\TSOP37336.zip
