Part Number;Product Image;Description;Voltage;Capacitance;Dielectric;Lead Spacing(mm/inch);Packaging;Lead Style;Image path;Datasheet part;3d model part
S203M75Z5UN63J0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;20000;Z5U;10 mm / 0.400 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S203M75Z5UN63J0R\S203M75Z5UN63J0R.pdf;None
S203M96Z5UP63L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;20000;Z5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S203M96Z5UP63L0R\S203M96Z5UP63L0R.pdf;None
S220J25SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0N63J5R\S220J25SL0N63J5R.pdf;None
S220J25SL0N65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0N65J5R\S220J25SL0N65J5R.pdf;None
S220J25SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0N6TJ5R\S220J25SL0N6TJ5R.pdf;None
S220J25SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0N6UJ5R\S220J25SL0N6UJ5R.pdf;None
S220J25SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0P63K5R\S220J25SL0P63K5R.pdf;None
S220J25SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0P6TK5R\S220J25SL0P6TK5R.pdf;None
S220J25SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J25SL0P6UK5R\S220J25SL0P6UK5R.pdf;None
S220J33SL0R63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;22;SL0;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220J33SL0R63K7R\S220J33SL0R63K7R.pdf;None
S220J33SL0R63L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;22;SL0;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220J33SL0R63L7R\S220J33SL0R63L7R.pdf;None
S220J43SL0U83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;22;SL0;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220J43SL0U83L0R\S220J43SL0U83L0R.pdf;None
S220J43SL0U83L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;22;SL0;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220J43SL0U83L7R\S220J43SL0U83L7R.pdf;None
S220K25SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N63J5R\S220K25SL0N63J5R.pdf;None
S220K25SL0N63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N63L6R\S220K25SL0N63L6R.pdf;None
S220K25SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N6TJ5R\S220K25SL0N6TJ5R.pdf;None
S220K25SL0N6TJ6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;6.35 mm / 0.250 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N6TJ6R\S220K25SL0N6TJ6R.pdf;None
S220K25SL0N6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N6TK5R\S220K25SL0N6TK5R.pdf;None
S220K25SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;22;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0N6UJ5R\S220K25SL0N6UJ5R.pdf;None
S220K25SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0P63K5R\S220K25SL0P63K5R.pdf;None
S220K25SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0P6TK5R\S220K25SL0P6TK5R.pdf;None
S220K25SL0P6TL5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Reel;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0P6TL5R\S220K25SL0P6TL5R.pdf;None
S220K25SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;22;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K25SL0P6UK5R\S220K25SL0P6UK5R.pdf;None
S220K33SL0R63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;22;SL0;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S220K33SL0R63K7R\S220K33SL0R63K7R.pdf;None
S220K43SL0U83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;22;SL0;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220K43SL0U83L0R\S220K43SL0U83L0R.pdf;None
S220M43SL0U83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;22;SL0;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S220M43SL0U83L0R\S220M43SL0U83L0R.pdf;None
S221K25X5FN63J6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X5F;6.35 mm / 0.250 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X5FN63J6R\S221K25X5FN63J6R.pdf;None
S221K25X5FN63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X5F;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221K25X5FN63L6R\S221K25X5FN63L6R.pdf;None
S221K25X5FN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X5F;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X5FN6TJ5R\S221K25X5FN6TJ5R.pdf;None
S221K25X5FN6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X5F;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X5FN6TK5R\S221K25X5FN6TK5R.pdf;None
S221K25X5FN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X5F;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X5FN6UJ5R\S221K25X5FN6UJ5R.pdf;None
S221K25X7RN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X7R;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RN63J5R\S221K25X7RN63J5R.pdf;None
S221K25X7RN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X7R;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RN6TJ5R\S221K25X7RN6TJ5R.pdf;None
S221K25X7RN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X7R;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RN6UJ5R\S221K25X7RN6UJ5R.pdf;None
S221K25X7RN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;X7R;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RN6UK5R\S221K25X7RN6UK5R.pdf;None
S221K25X7RP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;X7R;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RP63K5R\S221K25X7RP63K5R.pdf;None
S221K25X7RP65L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;X7R;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RP65L7R\S221K25X7RP65L7R.pdf;None
S221K25X7RP6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;X7R;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RP6TK5R\S221K25X7RP6TK5R.pdf;None
S221K25X7RP6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;X7R;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RP6UK5R\S221K25X7RP6UK5R.pdf;None
S221K25X7RP6UL5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;X7R;5 mm / 0.200 inch;Ammo;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221K25X7RP6UL5R\S221K25X7RP6UL5R.pdf;None
S221K25Y5PN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN63J5R\S221K25Y5PN63J5R.pdf;None
S221K25Y5PN63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN63K5R\S221K25Y5PN63K5R.pdf;None
S221K25Y5PN65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN65J5R\S221K25Y5PN65J5R.pdf;None
S221K25Y5PN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN6TJ5R\S221K25Y5PN6TJ5R.pdf;None
S221K25Y5PN6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN6TK5R\S221K25Y5PN6TK5R.pdf;None
S221K25Y5PN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN6UJ5R\S221K25Y5PN6UJ5R.pdf;None
S221K25Y5PN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PN6UK5R\S221K25Y5PN6UK5R.pdf;None
S221K25Y5PP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PP63K5R\S221K25Y5PP63K5R.pdf;None
S221K25Y5PP6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;Y5P;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PP6TK5R\S221K25Y5PP6TK5R.pdf;None
S221K25Y5PP6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;220;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K25Y5PP6UK5R\S221K25Y5PP6UK5R.pdf;None
S221K33X7RR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;X7R;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33X7RR63K7R\S221K33X7RR63K7R.pdf;None
S221K33X7RR6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;X7R;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33X7RR6TK5R\S221K33X7RR6TK5R.pdf;None
S221K33Y5PR63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Y5P;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33Y5PR63K7R\S221K33Y5PR63K7R.pdf;None
S221K33Y5PR63L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Y5P;7.5 mm / 0.300 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221K33Y5PR63L7R\S221K33Y5PR63L7R.pdf;None
S221K33Y5PR65K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Y5P;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33Y5PR65K7R\S221K33Y5PR65K7R.pdf;None
S221K33Y5PR6TK7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Y5P;7.5 mm / 0.300 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33Y5PR6TK7R\S221K33Y5PR6TK7R.pdf;None
S221K33Y5PR6UK7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Y5P;7.5 mm / 0.300 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K33Y5PR6UK7R\S221K33Y5PR6UK7R.pdf;None
S221K39SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221K39SL0N6UJ5R\S221K39SL0N6UJ5R.pdf;None
S221M33Z5UR63K6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Z5U;6.35 mm / 0.250 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221M33Z5UR63K6R\S221M33Z5UR63K6R.pdf;None
S221M33Z5UR63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;220;Z5U;6.35 mm / 0.250 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221M33Z5UR63L6R\S221M33Z5UR63L6R.pdf;None
S221M39SL0N63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;220;SL0;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S221M39SL0N63K7R\S221M39SL0N63K7R.pdf;None
S221M39Z5UU83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;220;Z5U;10 mm / 0.400 inch;Bulk;Straight;image\capacitors\28521.png;Datasheet\capacitors\S221M39Z5UU83L0R\S221M39Z5UU83L0R.pdf;None
S222K39Y5PN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN63J5R\S222K39Y5PN63J5R.pdf;None
S222K39Y5PN63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN63K5R\S222K39Y5PN63K5R.pdf;None
S222K39Y5PN65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN65J5R\S222K39Y5PN65J5R.pdf;None
S222K39Y5PN65K6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;6.35 mm / 0.250 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN65K6R\S222K39Y5PN65K6R.pdf;None
S222K39Y5PN6BJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN6BJ5R\S222K39Y5PN6BJ5R.pdf;None
S222K39Y5PN6BJ7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;7.5 mm / 0.300 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN6BJ7R\S222K39Y5PN6BJ7R.pdf;None
S222K39Y5PN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN6TJ5R\S222K39Y5PN6TJ5R.pdf;None
S222K39Y5PN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN6UJ5R\S222K39Y5PN6UJ5R.pdf;None
S222K39Y5PN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;Y5P;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K39Y5PN6UK5R\S222K39Y5PN6UK5R.pdf;None
S222K43X7RN63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;5 mm / 0.200 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN63J5R\S222K43X7RN63J5R.pdf;None
S222K43X7RN6BJ0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;10 mm / 0.400 inch;Bulk;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6BJ0R\S222K43X7RN6BJ0R.pdf;None
S222K43X7RN6BK0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;10 mm / 0.400 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6BK0R\S222K43X7RN6BK0R.pdf;None
S222K43X7RN6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;5 mm / 0.200 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6TJ5R\S222K43X7RN6TJ5R.pdf;None
S222K43X7RN6TJ7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;7.5 mm / 0.300 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6TJ7R\S222K43X7RN6TJ7R.pdf;None
S222K43X7RN6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;5 mm / 0.200 inch;Ammo;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6UJ5R\S222K43X7RN6UJ5R.pdf;None
S222K43X7RN6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;2200;X7R;5 mm / 0.200 inch;Ammo;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43X7RN6UK5R\S222K43X7RN6UK5R.pdf;None
S222K43Y5PP63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;2200;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43Y5PP63K5R\S222K43Y5PP63K5R.pdf;None
S222K43Y5PP65K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;2200;Y5P;5 mm / 0.200 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43Y5PP65K5R\S222K43Y5PP65K5R.pdf;None
S222K43Y5PP6BK0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;2200;Y5P;10 mm / 0.400 inch;Bulk;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43Y5PP6BK0R\S222K43Y5PP6BK0R.pdf;None
S222K43Y5PP6TJ7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;2200;Y5P;7.5 mm / 0.300 inch;Reel;Inside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43Y5PP6TJ7R\S222K43Y5PP6TJ7R.pdf;None
S222K43Y5PP6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;2200;Y5P;5 mm / 0.200 inch;Reel;Outside Crimp;image\capacitors\28521.png;Datasheet\capacitors\S222K43Y5PP6TK5R\S222K43Y5PP6TK5R.pdf;None
